"transaction_code","trxn_subtype_code","trxn_status","trxn_type_flag","collection_bank_code","trxn_table","transaction_mode","transaction_type","transaction_group","sales","aum"
"P5SRSF","S","N","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","APS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS","BSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS","BSEDPRIA-B","CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","N","FPS","NSEDP-B","CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","APS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","APS","BSEDPRIA-B","CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","APS","NSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","FPS","BSEDP-B","CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SRSF","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","APS",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","FPS",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","N",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","R","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","R","APS",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","R","FP",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","R","FPS",,"CAMS_REVERSAL",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5SY","S","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYC","N","M","AP",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","N","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYC","N","N","AP",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","N","N","FP",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","N","N",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYC","N","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYC","S","M","APS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","S","M",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYC","S","N","APS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","S","N","FPS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","S","N",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","S","N",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYC","S","R",,,"CAMS_REVERSAL",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYS","N","M","AP",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","N","M",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","N","M",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","N","N","AP",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","N","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYS","S","M","APS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYS","S","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5SYS","S","N","APS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","N","FPS",,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","N",,,"CAMS",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","N",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"P5SYS","S","R",,,"CAMS_REVERSAL",,"STP","SWITCH IN","GROSS SALES","1"
"P5T","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5T","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5T","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5TEA","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5TEA","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5TEA","N","M",,,"CAMS",,"PURCHASE","PURCHASE","GROSS SALES","1"
"P5TEB","N","M","FP",,"CAMS",,"FRESH PURCHASE","PURCHASE","GROSS SALES","1"
"P5TM","N","M","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5TM","N","M","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5TM","N","N","AP",,"CAMS",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
"P5TM","N","N","AP",,"CAMS_REVERSAL",,"ADDITIONAL PURCHASE","PURCHASE","GROSS SALES","1"
